Page URL,Image URL,HTTP Code,Discovered
https://certificacaoiso.com.br/categoria/construcao-civil/,https://certificacaoiso.com.br/wp-content/uploads/2021/05/Design-sem-nome-22.webp,404,23 Jun 2026 (16:45 UTC)
https://certificacaoiso.com.br/categoria/construcao-civil/,https://certificacaoiso.com.br/wp-content/uploads/2021/05/Design-sem-nome-41.webp,404,23 Jun 2026 (16:45 UTC)
https://certificacaoiso.com.br/iso-22000-2018-parte-2/,https://certificacaoiso.com.br/wp-content/uploads/2018/08/iso-22000-2018-componentes-da-comunicacao.webp.gif,404,23 Jun 2026 (16:45 UTC)
